Unnamed: 0,player,player_id,team,opponent,start_date,end_date,venue,match_type,is_captain,is_player_of_match,runs_scored,balls_faced,outs,fours,sixes,runs_conceded,balls_bowled,wickets,catches,stumpings,runouts,wickets_taken_players,dismissed_by,wicket_type,runs_powerplay,fours_powerplay,sixes_powerplay,wickets_powerplay,runs_middle,fours_middle,sixes_middle,wickets_middle,runs_death,fours_death,sixes_death,wickets_death,win,win_by_run,win_by_wickets,maidens,gender,batting_average,batting_strike_rate,bowling_average,bowling_strike_rate,bowling_economy,values
10,Suraj Randiv,f5f18a18,Chennai Super Kings,Pune Warriors,2011-04-25,2011-04-25,"MA Chidambaram Stadium, Chepauk",T20,False,False,0,0,0,0,0,23,24,0,0,0,0,,[],[],0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,True,0.0,0.0,0.0,0.0,0.0,"{'batting_first_original_score': [79, 25, 34], 'batting_first_predicted_score': [22.161781311035156, 21.9854736328125, 23.3310604095459, 18.718542098999023], 'ceil_value': 84.87615473046354, 'chasing_first_original_score': [79, 25, 34], 'chasing_first_predicted_score': [17.352664947509766, 16.30601692199707, 19.122753143310547, 17.555652618408203], 'date_of_match': '2011-04-25 00:00:00', 'doi': 0.09910795611632671, 'economy': [3.3382294178009033], 'fes': 2, 'floor_value': 9.296259062639905, 'pcb': 0.9857973456382751, 'pfpp': 35.77366222034801, 'points': 0.09040379090537898, 'rank': 11.0, 'score': 47.91739130434783, 'strike_rate': [52.61537551879883], 'team1': [{'player_id': 2879, 'y': 36.776180267333984}, {'player_id': 2215, 'y': 36.2481689453125}, {'player_id': 6241, 'y': 35.89400100708008}, {'player_id': 1161, 'y': 35.82772445678711}, {'player_id': 3099, 'y': 35.75215148925781}, {'player_id': 3063, 'y': 35.75215148925781}, {'player_id': 3021, 'y': 35.75215148925781}, {'player_id': 2999, 'y': 35.75215148925781}, {'player_id': 10255, 'y': 35.57482147216797}, {'player_id': 8193, 'y': 35.513919830322266}, {'player_id': 2708, 'y': 34.66686248779297}], 'team2': [{'player_id': 6157, 'y': 34.585636138916016}, {'player_id': 6085, 'y': 34.585636138916016}, {'player_id': 7192, 'y': 34.157562255859375}, {'player_id': 7593, 'y': 34.157562255859375}, {'player_id': 1102, 'y': 33.8610954284668}, {'player_id': 1114, 'y': 33.8610954284668}, {'player_id': 3571, 'y': 33.6428337097168}, {'player_id': 3881, 'y': 33.6428337097168}, {'player_id': 4433, 'y': 33.408992767333984}, {'player_id': 8209, 'y': 33.273983001708984}, {'player_id': 8377, 'y': 32.99750900268555}], 'temp': 393.5102844238281, 'y_actual': [79, 65, 12, 25, 34, 26], 'y_pred': [33.03168487548828, 36.1535530090332, 35.07085418701172, 36.726219177246094, 36.0422248840332, 34.062252044677734]}"
11,Jesse Ryder,91ffa6c6,Pune Warriors,Chennai Super Kings,2011-04-25,2011-04-25,"MA Chidambaram Stadium, Chepauk",T20,False,False,15,11,1,1,1,0,0,0,1,0,0,,['Ravichandran Ashwin'],['bowled'],15,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,True,15.0,136.36363636363637,0.0,0.0,0.0,"{'batting_first_original_score': [72, 34, 149], 'batting_first_predicted_score': [41.58972930908203, 39.55718994140625, 42.24382400512695, 19.44485855102539], 'ceil_value': 118.65374793557788, 'chasing_first_original_score': [72, 34, 149], 'chasing_first_predicted_score': [34.151432037353516, 31.682395935058594, 34.76776123046875, 16.56403160095215], 'date_of_match': '2011-04-25 00:00:00', 'doi': 0.09910795611632671, 'economy': [2.260967254638672], 'fes': 2, 'floor_value': -0.44773935188689507, 'pcb': 0.9857973456382751, 'pfpp': 35.77366222034801, 'points': 0.08789004381310081, 'rank': 12.0, 'score': 42.608695652173914, 'strike_rate': [68.03608703613281], 'team1': [{'player_id': 2879, 'y': 36.776180267333984}, {'player_id': 2215, 'y': 36.2481689453125}, {'player_id': 6241, 'y': 35.89400100708008}, {'player_id': 1161, 'y': 35.82772445678711}, {'player_id': 3099, 'y': 35.75215148925781}, {'player_id': 3063, 'y': 35.75215148925781}, {'player_id': 3021, 'y': 35.75215148925781}, {'player_id': 2999, 'y': 35.75215148925781}, {'player_id': 10255, 'y': 35.57482147216797}, {'player_id': 8193, 'y': 35.513919830322266}, {'player_id': 2708, 'y': 34.66686248779297}], 'team2': [{'player_id': 6157, 'y': 34.585636138916016}, {'player_id': 6085, 'y': 34.585636138916016}, {'player_id': 7192, 'y': 34.157562255859375}, {'player_id': 7593, 'y': 34.157562255859375}, {'player_id': 1102, 'y': 33.8610954284668}, {'player_id': 1114, 'y': 33.8610954284668}, {'player_id': 3571, 'y': 33.6428337097168}, {'player_id': 3881, 'y': 33.6428337097168}, {'player_id': 4433, 'y': 33.408992767333984}, {'player_id': 8209, 'y': 33.273983001708984}, {'player_id': 8377, 'y': 32.99750900268555}], 'temp': 393.5102844238281, 'y_actual': [79, 65, 12, 25, 34, 26], 'y_pred': [33.03168487548828, 36.1535530090332, 35.07085418701172, 36.726219177246094, 36.0422248840332, 34.062252044677734]}"
12,Ashok Dinda,6afb26d6,Pune Warriors,Chennai Super Kings,2011-04-25,2011-04-25,"MA Chidambaram Stadium, Chepauk",T20,False,False,9,9,1,1,0,0,0,0,0,0,0,,['Albie Morkel'],['bowled'],9,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,True,9.0,100.0,0.0,0.0,0.0,"{'batting_first_original_score': [10, 2, 5], 'batting_first_predicted_score': [18.59454917907715, 18.726543426513672, 16.503942489624023, 18.59454917907715], 'ceil_value': 35.13874879690907, 'chasing_first_original_score': [10, 2, 5], 'chasing_first_predicted_score': [15.521883010864258, 15.29093074798584, 14.191250801086426, 15.521883010864258], 'date_of_match': '2011-04-25 00:00:00', 'doi': 0.09910795611632671, 'economy': [2.8480947017669678], 'fes': 2, 'floor_value': -1.472082130242402, 'pcb': 0.9857973456382751, 'pfpp': 35.77366222034801, 'points': 0.08489992279681059, 'rank': 13.0, 'score': nan, 'strike_rate': [70.38624572753906], 'team1': [{'player_id': 2879, 'y': 36.776180267333984}, {'player_id': 2215, 'y': 36.2481689453125}, {'player_id': 6241, 'y': 35.89400100708008}, {'player_id': 1161, 'y': 35.82772445678711}, {'player_id': 3099, 'y': 35.75215148925781}, {'player_id': 3063, 'y': 35.75215148925781}, {'player_id': 3021, 'y': 35.75215148925781}, {'player_id': 2999, 'y': 35.75215148925781}, {'player_id': 10255, 'y': 35.57482147216797}, {'player_id': 8193, 'y': 35.513919830322266}, {'player_id': 2708, 'y': 34.66686248779297}], 'team2': [{'player_id': 6157, 'y': 34.585636138916016}, {'player_id': 6085, 'y': 34.585636138916016}, {'player_id': 7192, 'y': 34.157562255859375}, {'player_id': 7593, 'y': 34.157562255859375}, {'player_id': 1102, 'y': 33.8610954284668}, {'player_id': 1114, 'y': 33.8610954284668}, {'player_id': 3571, 'y': 33.6428337097168}, {'player_id': 3881, 'y': 33.6428337097168}, {'player_id': 4433, 'y': 33.408992767333984}, {'player_id': 8209, 'y': 33.273983001708984}, {'player_id': 8377, 'y': 32.99750900268555}], 'temp': 393.5102844238281, 'y_actual': [79, 65, 12, 25, 34, 26], 'y_pred': [33.03168487548828, 36.1535530090332, 35.07085418701172, 36.726219177246094, 36.0422248840332, 34.062252044677734]}"
13,Manish Pandey,93b4fc78,Pune Warriors,Chennai Super Kings,2011-04-25,2011-04-25,"MA Chidambaram Stadium, Chepauk",T20,False,False,12,9,1,2,0,0,0,0,1,0,0,,['Albie Morkel'],['bowled'],1,0,0,0,11,2,0,0,0,0,0,0,-1,0,0,0,True,12.0,133.33333333333331,0.0,0.0,0.0,"{'batting_first_original_score': [19, 21, 68], 'batting_first_predicted_score': [17.142642974853516, 16.73244857788086, 17.932287216186523, 18.68309211730957], 'ceil_value': 63.85148866829407, 'chasing_first_original_score': [19, 21, 68], 'chasing_first_predicted_score': [14.819233894348145, 13.965608596801758, 16.2236270904541, 16.56403160095215], 'date_of_match': '2011-04-25 00:00:00', 'doi': 0.09910795611632671, 'economy': [2.399965763092041], 'fes': 2, 'floor_value': -0.7395753108933434, 'pcb': 0.9857973456382751, 'pfpp': 35.77366222034801, 'points': 0.08789004381310081, 'rank': 14.0, 'score': 47.357142857142854, 'strike_rate': [68.03608703613281], 'team1': [{'player_id': 2879, 'y': 36.776180267333984}, {'player_id': 2215, 'y': 36.2481689453125}, {'player_id': 6241, 'y': 35.89400100708008}, {'player_id': 1161, 'y': 35.82772445678711}, {'player_id': 3099, 'y': 35.75215148925781}, {'player_id': 3063, 'y': 35.75215148925781}, {'player_id': 3021, 'y': 35.75215148925781}, {'player_id': 2999, 'y': 35.75215148925781}, {'player_id': 10255, 'y': 35.57482147216797}, {'player_id': 8193, 'y': 35.513919830322266}, {'player_id': 2708, 'y': 34.66686248779297}], 'team2': [{'player_id': 6157, 'y': 34.585636138916016}, {'player_id': 6085, 'y': 34.585636138916016}, {'player_id': 7192, 'y': 34.157562255859375}, {'player_id': 7593, 'y': 34.157562255859375}, {'player_id': 1102, 'y': 33.8610954284668}, {'player_id': 1114, 'y': 33.8610954284668}, {'player_id': 3571, 'y': 33.6428337097168}, {'player_id': 3881, 'y': 33.6428337097168}, {'player_id': 4433, 'y': 33.408992767333984}, {'player_id': 8209, 'y': 33.273983001708984}, {'player_id': 8377, 'y': 32.99750900268555}], 'temp': 393.5102844238281, 'y_actual': [79, 65, 12, 25, 34, 26], 'y_pred': [33.03168487548828, 36.1535530090332, 35.07085418701172, 36.726219177246094, 36.0422248840332, 34.062252044677734]}"
14,Robin Uthappa,1c17e270,Pune Warriors,Chennai Super Kings,2011-04-25,2011-04-25,"MA Chidambaram Stadium, Chepauk",T20,False,False,0,4,1,0,0,0,0,0,1,1,0,,['Ravichandran Ashwin'],['bowled'],0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,True,0.0,0.0,0.0,0.0,0.0,"{'batting_first_original_score': [66, 54, 7], 'batting_first_predicted_score': [18.346309661865234, 18.305805206298828, 18.234390258789062, 18.080501556396484], 'ceil_value': 68.94993372069075, 'chasing_first_original_score': [66, 54, 7], 'chasing_first_predicted_score': [17.114267349243164, 16.44269371032715, 14.6851167678833, 16.176063537597656], 'date_of_match': '2011-04-25 00:00:00', 'doi': 0.09910795611632671, 'economy': [1.6672900915145874], 'fes': 2, 'floor_value': 4.416732945975916, 'pcb': 0.9857973456382751, 'pfpp': 35.77366222034801, 'points': 0.08604881948141636, 'rank': 15.0, 'score': 39.227722772277225, 'strike_rate': [79.00732421875], 'team1': [{'player_id': 2879, 'y': 36.776180267333984}, {'player_id': 2215, 'y': 36.2481689453125}, {'player_id': 6241, 'y': 35.89400100708008}, {'player_id': 1161, 'y': 35.82772445678711}, {'player_id': 3099, 'y': 35.75215148925781}, {'player_id': 3063, 'y': 35.75215148925781}, {'player_id': 3021, 'y': 35.75215148925781}, {'player_id': 2999, 'y': 35.75215148925781}, {'player_id': 10255, 'y': 35.57482147216797}, {'player_id': 8193, 'y': 35.513919830322266}, {'player_id': 2708, 'y': 34.66686248779297}], 'team2': [{'player_id': 6157, 'y': 34.585636138916016}, {'player_id': 6085, 'y': 34.585636138916016}, {'player_id': 7192, 'y': 34.157562255859375}, {'player_id': 7593, 'y': 34.157562255859375}, {'player_id': 1102, 'y': 33.8610954284668}, {'player_id': 1114, 'y': 33.8610954284668}, {'player_id': 3571, 'y': 33.6428337097168}, {'player_id': 3881, 'y': 33.6428337097168}, {'player_id': 4433, 'y': 33.408992767333984}, {'player_id': 8209, 'y': 33.273983001708984}, {'player_id': 8377, 'y': 32.99750900268555}], 'temp': 393.5102844238281, 'y_actual': [79, 65, 12, 25, 34, 26], 'y_pred': [33.03168487548828, 36.1535530090332, 35.07085418701172, 36.726219177246094, 36.0422248840332, 34.062252044677734]}"
15,Yuvraj Singh,1c914163,Pune Warriors,Chennai Super Kings,2011-04-25,2011-04-25,"MA Chidambaram Stadium, Chepauk",T20,False,False,34,43,1,2,0,14,12,0,0,0,0,,['Albie Morkel'],['caught'],0,0,0,0,29,2,0,0,5,0,0,0,-1,0,0,0,True,34.0,79.06976744186046,0.0,0.0,0.0,"{'batting_first_original_score': [35, 20, 4], 'batting_first_predicted_score': [17.097110748291016, 17.15333366394043, 17.28757095336914, 18.080501556396484], 'ceil_value': 92.94789870299014, 'chasing_first_original_score': [35, 20, 4], 'chasing_first_predicted_score': [15.097850799560547, 14.882024765014648, 14.367321968078613, 15.386226654052734], 'date_of_match': '2011-04-25 00:00:00', 'doi': 0.09910795611632671, 'economy': [2.4357900619506836], 'fes': 2, 'floor_value': 1.5412787861873483, 'pcb': 0.9857973456382751, 'pfpp': 35.77366222034801, 'points': 0.08604881948141636, 'rank': 16.0, 'score': 33.90677966101695, 'strike_rate': [75.51152801513672], 'team1': [{'player_id': 2879, 'y': 36.776180267333984}, {'player_id': 2215, 'y': 36.2481689453125}, {'player_id': 6241, 'y': 35.89400100708008}, {'player_id': 1161, 'y': 35.82772445678711}, {'player_id': 3099, 'y': 35.75215148925781}, {'player_id': 3063, 'y': 35.75215148925781}, {'player_id': 3021, 'y': 35.75215148925781}, {'player_id': 2999, 'y': 35.75215148925781}, {'player_id': 10255, 'y': 35.57482147216797}, {'player_id': 8193, 'y': 35.513919830322266}, {'player_id': 2708, 'y': 34.66686248779297}], 'team2': [{'player_id': 6157, 'y': 34.585636138916016}, {'player_id': 6085, 'y': 34.585636138916016}, {'player_id': 7192, 'y': 34.157562255859375}, {'player_id': 7593, 'y': 34.157562255859375}, {'player_id': 1102, 'y': 33.8610954284668}, {'player_id': 1114, 'y': 33.8610954284668}, {'player_id': 3571, 'y': 33.6428337097168}, {'player_id': 3881, 'y': 33.6428337097168}, {'player_id': 4433, 'y': 33.408992767333984}, {'player_id': 8209, 'y': 33.273983001708984}, {'player_id': 8377, 'y': 32.99750900268555}], 'temp': 393.5102844238281, 'y_actual': [79, 65, 12, 25, 34, 26], 'y_pred': [33.03168487548828, 36.1535530090332, 35.07085418701172, 36.726219177246094, 36.0422248840332, 34.062252044677734]}"
16,Mithun Manhas,c42aaf71,Pune Warriors,Chennai Super Kings,2011-04-25,2011-04-25,"MA Chidambaram Stadium, Chepauk",T20,False,False,20,24,1,0,1,0,0,0,0,0,0,,['Doug Bollinger'],['caught'],0,0,0,0,20,0,1,0,0,0,0,0,-1,0,0,0,True,20.0,83.33333333333334,0.0,0.0,0.0,"{'batting_first_original_score': [23, 10, 48], 'batting_first_predicted_score': [18.599096298217773, 18.82964515686035, 18.796348571777344, 16.727344512939453], 'ceil_value': 30.801491875084757, 'chasing_first_original_score': [23, 10, 48], 'chasing_first_predicted_score': [17.177217483520508, 16.987167358398438, 17.30779457092285, 17.061031341552734], 'date_of_match': '2011-04-25 00:00:00', 'doi': 0.09910795611632671, 'economy': [1.9125239849090576], 'fes': 2, 'floor_value': -2.080180399674921, 'pcb': 0.9857973456382751, 'pfpp': 35.77366222034801, 'points': 0.08455683197817372, 'rank': 17.0, 'score': 50.5, 'strike_rate': [78.70624542236328], 'team1': [{'player_id': 2879, 'y': 36.776180267333984}, {'player_id': 2215, 'y': 36.2481689453125}, {'player_id': 6241, 'y': 35.89400100708008}, {'player_id': 1161, 'y': 35.82772445678711}, {'player_id': 3099, 'y': 35.75215148925781}, {'player_id': 3063, 'y': 35.75215148925781}, {'player_id': 3021, 'y': 35.75215148925781}, {'player_id': 2999, 'y': 35.75215148925781}, {'player_id': 10255, 'y': 35.57482147216797}, {'player_id': 8193, 'y': 35.513919830322266}, {'player_id': 2708, 'y': 34.66686248779297}], 'team2': [{'player_id': 6157, 'y': 34.585636138916016}, {'player_id': 6085, 'y': 34.585636138916016}, {'player_id': 7192, 'y': 34.157562255859375}, {'player_id': 7593, 'y': 34.157562255859375}, {'player_id': 1102, 'y': 33.8610954284668}, {'player_id': 1114, 'y': 33.8610954284668}, {'player_id': 3571, 'y': 33.6428337097168}, {'player_id': 3881, 'y': 33.6428337097168}, {'player_id': 4433, 'y': 33.408992767333984}, {'player_id': 8209, 'y': 33.273983001708984}, {'player_id': 8377, 'y': 32.99750900268555}], 'temp': 393.5102844238281, 'y_actual': [79, 65, 12, 25, 34, 26], 'y_pred': [33.03168487548828, 36.1535530090332, 35.07085418701172, 36.726219177246094, 36.0422248840332, 34.062252044677734]}"
17,Nathan McCullum,5673a3fc,Pune Warriors,Chennai Super Kings,2011-04-25,2011-04-25,"MA Chidambaram Stadium, Chepauk",T20,False,False,15,16,1,0,0,12,12,0,1,0,0,,['Doug Bollinger'],"['run out', 'run out', 'caught']",0,0,0,0,8,0,0,0,7,0,0,0,-1,0,0,0,True,15.0,93.75,0.0,0.0,0.0,"{'batting_first_original_score': [23, 62, 37], 'batting_first_predicted_score': [16.516599655151367, 17.191495895385742, 17.15410804748535, 18.59454917907715], 'ceil_value': 70.94787297651084, 'chasing_first_original_score': [23, 62, 37], 'chasing_first_predicted_score': [15.585271835327148, 15.664599418640137, 15.340738296508789, 15.967466354370117], 'date_of_match': '2011-04-25 00:00:00', 'doi': 0.09910795611632671, 'economy': [2.916454553604126], 'fes': 2, 'floor_value': 8.045915843364938, 'pcb': 0.9857973456382751, 'pfpp': 35.77366222034801, 'points': 0.08549416633157665, 'rank': 18.0, 'score': 64.17142857142856, 'strike_rate': [68.3884506225586], 'team1': [{'player_id': 2879, 'y': 36.776180267333984}, {'player_id': 2215, 'y': 36.2481689453125}, {'player_id': 6241, 'y': 35.89400100708008}, {'player_id': 1161, 'y': 35.82772445678711}, {'player_id': 3099, 'y': 35.75215148925781}, {'player_id': 3063, 'y': 35.75215148925781}, {'player_id': 3021, 'y': 35.75215148925781}, {'player_id': 2999, 'y': 35.75215148925781}, {'player_id': 10255, 'y': 35.57482147216797}, {'player_id': 8193, 'y': 35.513919830322266}, {'player_id': 2708, 'y': 34.66686248779297}], 'team2': [{'player_id': 6157, 'y': 34.585636138916016}, {'player_id': 6085, 'y': 34.585636138916016}, {'player_id': 7192, 'y': 34.157562255859375}, {'player_id': 7593, 'y': 34.157562255859375}, {'player_id': 1102, 'y': 33.8610954284668}, {'player_id': 1114, 'y': 33.8610954284668}, {'player_id': 3571, 'y': 33.6428337097168}, {'player_id': 3881, 'y': 33.6428337097168}, {'player_id': 4433, 'y': 33.408992767333984}, {'player_id': 8209, 'y': 33.273983001708984}, {'player_id': 8377, 'y': 32.99750900268555}], 'temp': 393.5102844238281, 'y_actual': [79, 65, 12, 25, 34, 26], 'y_pred': [33.03168487548828, 36.1535530090332, 35.07085418701172, 36.726219177246094, 36.0422248840332, 34.062252044677734]}"
18,Rohit Sharma,5d9a1a73,Pune Warriors,Chennai Super Kings,2011-04-25,2011-04-25,"MA Chidambaram Stadium, Chepauk",T20,False,False,1,1,1,0,0,27,24,1,0,0,0,"Mahendra Singh Dhoni, stumped",['Albie Morkel'],[],0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,True,1.0,100.0,27.0,24.0,6.75,"{'batting_first_original_score': [12, 21, 4], 'batting_first_predicted_score': [16.722341537475586, 16.20381736755371, 16.490886688232422, 18.59454917907715], 'ceil_value': 55.54446325132775, 'chasing_first_original_score': [12, 21, 4], 'chasing_first_predicted_score': [15.009403228759766, 14.623106002807617, 15.240588188171387, 15.764496803283691], 'date_of_match': '2011-04-25 00:00:00', 'doi': 0.09910795611632671, 'economy': [2.9145615100860596], 'fes': 2, 'floor_value': 8.655536748672255, 'pcb': 0.9857973456382751, 'pfpp': 35.77366222034801, 'points': 0.08549416633157665, 'rank': 19.0, 'score': 61.328125, 'strike_rate': [67.21253204345703], 'team1': [{'player_id': 2879, 'y': 36.776180267333984}, {'player_id': 2215, 'y': 36.2481689453125}, {'player_id': 6241, 'y': 35.89400100708008}, {'player_id': 1161, 'y': 35.82772445678711}, {'player_id': 3099, 'y': 35.75215148925781}, {'player_id': 3063, 'y': 35.75215148925781}, {'player_id': 3021, 'y': 35.75215148925781}, {'player_id': 2999, 'y': 35.75215148925781}, {'player_id': 10255, 'y': 35.57482147216797}, {'player_id': 8193, 'y': 35.513919830322266}, {'player_id': 2708, 'y': 34.66686248779297}], 'team2': [{'player_id': 6157, 'y': 34.585636138916016}, {'player_id': 6085, 'y': 34.585636138916016}, {'player_id': 7192, 'y': 34.157562255859375}, {'player_id': 7593, 'y': 34.157562255859375}, {'player_id': 1102, 'y': 33.8610954284668}, {'player_id': 1114, 'y': 33.8610954284668}, {'player_id': 3571, 'y': 33.6428337097168}, {'player_id': 3881, 'y': 33.6428337097168}, {'player_id': 4433, 'y': 33.408992767333984}, {'player_id': 8209, 'y': 33.273983001708984}, {'player_id': 8377, 'y': 32.99750900268555}], 'temp': 393.5102844238281, 'y_actual': [79, 65, 12, 25, 34, 26], 'y_pred': [33.03168487548828, 36.1535530090332, 35.07085418701172, 36.726219177246094, 36.0422248840332, 34.062252044677734]}"
19,Jerome Taylor,4180d897,Pune Warriors,Chennai Super Kings,2011-04-25,2011-04-25,"MA Chidambaram Stadium, Chepauk",T20,False,False,2,2,1,0,0,31,26,3,0,0,0,"Michael Hussey, caught, Albie Morkel, caught, Srikkanth Anirudha, caught",['Doug Bollinger'],[],0,0,0,0,0,0,0,0,2,0,0,3,-1,0,0,0,True,2.0,100.0,10.333333333333334,8.666666666666666,7.153846153846154,"{'batting_first_original_score': [4, 4, -2], 'batting_first_predicted_score': [17.34487533569336, 17.169191360473633, 17.452791213989258, 19.27058982849121], 'ceil_value': 84.99670832355721, 'chasing_first_original_score': [4, 4, -2], 'chasing_first_predicted_score': [15.029975891113281, 14.938010215759277, 14.975162506103516, 16.14202308654785], 'date_of_match': '2011-04-25 00:00:00', 'doi': 0.09910795611632671, 'economy': [3.2331430912017822], 'fes': 2, 'floor_value': 9.737804950779072, 'pcb': 0.9857973456382751, 'pfpp': 35.77366222034801, 'points': 0.08809645861874149, 'rank': 20.0, 'score': 50.5, 'strike_rate': [63.93226623535156], 'team1': [{'player_id': 2879, 'y': 36.776180267333984}, {'player_id': 2215, 'y': 36.2481689453125}, {'player_id': 6241, 'y': 35.89400100708008}, {'player_id': 1161, 'y': 35.82772445678711}, {'player_id': 3099, 'y': 35.75215148925781}, {'player_id': 3063, 'y': 35.75215148925781}, {'player_id': 3021, 'y': 35.75215148925781}, {'player_id': 2999, 'y': 35.75215148925781}, {'player_id': 10255, 'y': 35.57482147216797}, {'player_id': 8193, 'y': 35.513919830322266}, {'player_id': 2708, 'y': 34.66686248779297}], 'team2': [{'player_id': 6157, 'y': 34.585636138916016}, {'player_id': 6085, 'y': 34.585636138916016}, {'player_id': 7192, 'y': 34.157562255859375}, {'player_id': 7593, 'y': 34.157562255859375}, {'player_id': 1102, 'y': 33.8610954284668}, {'player_id': 1114, 'y': 33.8610954284668}, {'player_id': 3571, 'y': 33.6428337097168}, {'player_id': 3881, 'y': 33.6428337097168}, {'player_id': 4433, 'y': 33.408992767333984}, {'player_id': 8209, 'y': 33.273983001708984}, {'player_id': 8377, 'y': 32.99750900268555}], 'temp': 393.5102844238281, 'y_actual': [79, 65, 12, 25, 34, 26], 'y_pred': [33.03168487548828, 36.1535530090332, 35.07085418701172, 36.726219177246094, 36.0422248840332, 34.062252044677734]}"
20,M Karthik Saran,abfeb126,Pune Warriors,Chennai Super Kings,2011-04-25,2011-04-25,"MA Chidambaram Stadium, Chepauk",T20,False,False,1,2,0,0,0,29,24,0,0,0,0,,[],[],0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,True,1.0,50.0,0.0,0.0,0.0,"{'batting_first_original_score': [29, 17, 31], 'batting_first_predicted_score': [16.94780921936035, 16.832910537719727, 20.22972297668457, 18.1351318359375], 'ceil_value': 59.01964834740104, 'chasing_first_original_score': [29, 17, 31], 'chasing_first_predicted_score': [15.892773628234863, 15.501653671264648, 15.583711624145508, 15.654549598693848], 'date_of_match': '2011-04-25 00:00:00', 'doi': 0.09910795611632671, 'economy': [2.6388912200927734], 'fes': 2, 'floor_value': -0.019648347401037825, 'pcb': 0.9857973456382751, 'pfpp': 35.77366222034801, 'points': 0.0868022097716515, 'rank': 21.0, 'score': 41.5, 'strike_rate': [66.95657348632812], 'team1': [{'player_id': 2879, 'y': 36.776180267333984}, {'player_id': 2215, 'y': 36.2481689453125}, {'player_id': 6241, 'y': 35.89400100708008}, {'player_id': 1161, 'y': 35.82772445678711}, {'player_id': 3099, 'y': 35.75215148925781}, {'player_id': 3063, 'y': 35.75215148925781}, {'player_id': 3021, 'y': 35.75215148925781}, {'player_id': 2999, 'y': 35.75215148925781}, {'player_id': 10255, 'y': 35.57482147216797}, {'player_id': 8193, 'y': 35.513919830322266}, {'player_id': 2708, 'y': 34.66686248779297}], 'team2': [{'player_id': 6157, 'y': 34.585636138916016}, {'player_id': 6085, 'y': 34.585636138916016}, {'player_id': 7192, 'y': 34.157562255859375}, {'player_id': 7593, 'y': 34.157562255859375}, {'player_id': 1102, 'y': 33.8610954284668}, {'player_id': 1114, 'y': 33.8610954284668}, {'player_id': 3571, 'y': 33.6428337097168}, {'player_id': 3881, 'y': 33.6428337097168}, {'player_id': 4433, 'y': 33.408992767333984}, {'player_id': 8209, 'y': 33.273983001708984}, {'player_id': 8377, 'y': 32.99750900268555}], 'temp': 393.5102844238281, 'y_actual': [79, 65, 12, 25, 34, 26], 'y_pred': [33.03168487548828, 36.1535530090332, 35.07085418701172, 36.726219177246094, 36.0422248840332, 34.062252044677734]}"
21,Alfonso Thomas,b552a935,Pune Warriors,Chennai Super Kings,2011-04-25,2011-04-25,"MA Chidambaram Stadium, Chepauk",T20,False,False,1,2,0,0,0,29,25,2,0,0,0,"Murali Vijay, caught, Suresh Raina, bowled",[],[],0,0,0,0,0,0,0,2,1,0,0,0,-1,0,0,0,True,1.0,50.0,14.5,12.5,6.96,"{'batting_first_original_score': [34, -3, 51], 'batting_first_predicted_score': [21.649717330932617, 21.30497169494629, 41.38534164428711, 17.93968963623047], 'ceil_value': 89.10855102277864, 'chasing_first_original_score': [34, -3, 51], 'chasing_first_predicted_score': [18.991134643554688, 17.254650115966797, 31.329479217529297, 15.703700065612793], 'date_of_match': '2011-04-25 00:00:00', 'doi': 0.09910795611632671, 'economy': [2.830613851547241], 'fes': 2, 'floor_value': 7.308840281569189, 'pcb': 0.9857973456382751, 'pfpp': 35.77366222034801, 'points': 0.0868022097716515, 'rank': 22.0, 'score': nan, 'strike_rate': [67.56013488769531], 'team1': [{'player_id': 2879, 'y': 36.776180267333984}, {'player_id': 2215, 'y': 36.2481689453125}, {'player_id': 6241, 'y': 35.89400100708008}, {'player_id': 1161, 'y': 35.82772445678711}, {'player_id': 3099, 'y': 35.75215148925781}, {'player_id': 3063, 'y': 35.75215148925781}, {'player_id': 3021, 'y': 35.75215148925781}, {'player_id': 2999, 'y': 35.75215148925781}, {'player_id': 10255, 'y': 35.57482147216797}, {'player_id': 8193, 'y': 35.513919830322266}, {'player_id': 2708, 'y': 34.66686248779297}], 'team2': [{'player_id': 6157, 'y': 34.585636138916016}, {'player_id': 6085, 'y': 34.585636138916016}, {'player_id': 7192, 'y': 34.157562255859375}, {'player_id': 7593, 'y': 34.157562255859375}, {'player_id': 1102, 'y': 33.8610954284668}, {'player_id': 1114, 'y': 33.8610954284668}, {'player_id': 3571, 'y': 33.6428337097168}, {'player_id': 3881, 'y': 33.6428337097168}, {'player_id': 4433, 'y': 33.408992767333984}, {'player_id': 8209, 'y': 33.273983001708984}, {'player_id': 8377, 'y': 32.99750900268555}], 'temp': 393.5102844238281, 'y_actual': [79, 65, 12, 25, 34, 26], 'y_pred': [33.03168487548828, 36.1535530090332, 35.07085418701172, 36.726219177246094, 36.0422248840332, 34.062252044677734]}"
